Readable ID,Firestore ID,Name,Category Level,Display Level,Parent Readable ID,Parent Name,Order,Full Path
music,caW2z0aQoYuA1cm3qla1,"Music",4,4,society-culture,"Society & Culture",3,"The Decades > The 1960�s > Society & Culture > Music"
2004,cen8GUZZEQgU2ep4pwSj,"2004",4,4,the-2000-s,"The
2000�s",4,"The Decades > The
2000�s > 2004"
really,cg7YQ7cKQGrmaLI3q9Mw,"Really?",4,4,university-of-south-carolina,"University of South Carolina",4,"Adulthood > Career > University of South Carolina > Really?"
first-black-person,cmj8LHpmFLP5suRSfGSK,"First
Black Person",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",33,"Preschool > Elementary School > What do you remember outside of school about this time? > First
Black Person"
personal,cqSOgISFry6ItiDfU22U,"Personal",3,3,elementary-school,"Elementary School",11,"Preschool > Elementary School > Personal"
liquor,cxSw6tvB0TBRoghXevSC,"Liquor",4,4,have-you-ever-broken-a-bone,"Have you ever broken a bone?",0,"THEMES > Miscellaneous > Have you ever broken a bone? > Liquor"
what-achievements-meant-most,cxiJQvgXM8pSXm5MAiVQ,"What achievements meant most?",3,3,high-school,"High School",17,"Preschool > High School > What achievements meant most?"
1983,d225sCbyxpaPSSRPJErc,"1983",4,4,business,"Business�",3,"The Decades > The 1980�s > Business� > 1983"
career,d5HrO5kl9zZu6hpSGVPg,"Career",2,2,adulthood,"Adulthood",2,"Adulthood > Career"
thanksgiving-deer,d5Q1bRijVzxslQIiacbe,"Thanksgiving Deer",4,4,what-accidents-have-you-had,"What accidents have you had?",1,"THEMES > Cars > What accidents have you had? > Thanksgiving Deer"
what-was-high-school-like,dBk9T8lm7U1r8MOpzvsV,"What was high school like?",3,3,high-school,"High School",3,"Preschool > High School > What was high school like?"
family,dLohqmiI1mHB2xCtrBnF,"Family",3,3,high-school,"High School",25,"Preschool > High School > Family"
vietnam-war,dNDoZG9fw6xikWNV7T3H,"Vietnam War",4,4,what-cultural-shifts,"What cultural shifts influenced you?",1,"THEMES > Historical Events > What cultural shifts influenced you? > Vietnam War"
grandchildren,dPRPyLwwcSDoXQaTjdhm,"Grandchildren",3,3,parenthood,"Parenthood",101,"Adulthood > Parenthood > Grandchildren"
what-discipline-approaches-did,dQy0SRuqDFBOy6mdDBWb,"What discipline approaches did you use?",3,3,parenthood,"Parenthood",19,"Adulthood > Parenthood > What discipline approaches did you use?"
what-was-your-first-car,dSezNcsp08kPLTLCYoTr,"�What was your first car?",3,3,cars,"Cars",0,"THEMES > Cars > �What was your first car?"
what-wisdom-should-be-shared,dTd5ju8AAtojdnYUh9bt,"What wisdom should be shared?",3,3,legacy,"Legacy",3,"THEMES > Legacy > What wisdom should be shared?"
what-should-change,dUlL9wCKHb2yFB90vc3m,"What should change?",3,3,era-overview,"Era Overview",21,"THEMES > Era Overview > What should change?"
did-you-ever-skip-school,dVLLRKityTOcOx2844Ty,"Did you ever skip school?",3,3,miscellaneous,"Miscellaneous",17,"THEMES > Miscellaneous > Did you ever skip school?"
sophomore-year,dVTf68s56v8zvOlXvQtF,"Sophomore Year",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",1,"Preschool > High School > Did
you participate in high school sports? > Sophomore Year"
what-did-you-learn-about,dW1RHzB4tH2Nk82NndS0,"What did you learn about relationships?",3,3,childhood-reflection,"Childhood Reflection",38,"Preschool > Childhood Reflection > What did you learn about relationships?"
what-cartoons-did-you-watch-as,dXG1V2WxaJMYJL6EsIry,"What cartoons did you watch as a kid?",3,3,television,"Television",0,"THEMES > Television > What cartoons did you watch as a kid?"
navy-service,dXRNitjMpMqrEh3XIxOQ,"Navy Service",4,4,what-beliefs-or-values-did-he,"What beliefs or values did he instill in you?",5,"Introduction > My Father > What beliefs or values did he instill in you? > Navy Service"
gidget,dauxxsCLjKsgxHaFwdUm,"Gidget",4,4,what-stories-do-you-remember,"What stories do you remember about him?",3,"Introduction > My
Paternal Grandfather > What stories do you remember about him? > Gidget"
internship,dlby0rt3aL11e15byquX,"Internship",4,4,how-did-you-choose-a-major,"How did you choose a major?",2,"Adulthood > Graduate School > How did you choose a major? > Internship"
how-did-relationships-with,dlq97eCzvzml06kLfZnv,"How did relationships with adult children evolve?",3,3,parenthood,"Parenthood",97,"Adulthood > Parenthood > How did relationships with adult children evolve?"
1967,drdHlsZxIrKa1K1XnEGb,"1967",4,4,business,"Business",7,"The Decades > The 1960�s > Business > 1967"
what-things-matter-most-to-you,dv6Cl7LTGBNogh9YvPc9,"What things matter most to you in life?",3,3,legacy,"Legacy",10,"THEMES > Legacy > What things matter most to you in life?"
what-lessons-do-you-share,dx1ZOGsrk3dGZbSXEnFu,"What lessons do you share?",3,3,parenthood,"Parenthood",108,"Adulthood > Parenthood > What lessons do you share?"
what-achievements-were-you,e5OXU2kIEwDiTR1o5X5Q,"What achievements were you proud of?",3,3,elementary-school,"Elementary School",13,"Preschool > Elementary School > What achievements were you proud of?"
brady,eCH8cXUQRNsXJCnSX1YQ,"Brady",4,4,marriage,"Marriage",1,"Adulthood > Family > Marriage > Brady"
battle-scars,eD2Ou1Z4A0O9qMr8yVYq,"Battle
Scars",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",35,"Preschool > Elementary School > What do you remember outside of school about this time? > Battle
Scars"
what-moves-were-significant,eETx8rak4wIWdHLy4nCA,"What moves were significant?",3,3,parenthood,"Parenthood",37,"Adulthood > Parenthood > What moves were significant?"
what-beliefs-have-changed,eG5Idc4v5eqBMwL01KCI,"What beliefs have changed?",3,3,reflection,"Reflection",2,"THEMES > Reflection > What beliefs have changed?"
what-life-balance-did-you-seek,eIJzJwjK62nY84opqcEU,"What life balance did you seek?",3,3,parenthood,"Parenthood",48,"Adulthood > Parenthood > What life balance did you seek?"
muhammad-ali-fight,eIwlelvwLAnHdU9YolDs,"Muhammad Ali Fight",4,4,what-memories-do-you-have-of,"What memories do you have of college?",7,"Adulthood > College > What memories do you have of college? > Muhammad Ali Fight"
burning-leaves,eJRNdif7F1b0B2oLCCmQ,"Burning Leaves",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",31,"Preschool > Elementary School > What do you remember outside of school about this time? > Burning Leaves"
what-memorable-social,eM1E1iXCxrtAfGPF5aKF,"What memorable social experiences?",3,3,elementary-school,"Elementary School",23,"Preschool > Elementary School > What memorable social experiences?"
wine,eREi5x0BG0AtdPTxLKDb,"Wine",4,4,favorites,"Favorites",3,"THEMES > Miscellaneous > Favorites > Wine"
what-joy-sustains-you,eS7d3txpOcYbNBelZNj5,"What joy sustains you?",3,3,the-future,"The Future",21,"Adulthood > The Future > What joy sustains you?"
1989,eZzn1wIWqzxIaTZhXW9T,"1989",4,4,business,"Business�",9,"The Decades > The 1980�s > Business� > 1989"
2005,eaB9JLhOhPgK7ixcSu8Q,"2005",4,4,the-2000-s,"The
2000�s",5,"The Decades > The
2000�s > 2005"
high-school,eaRrQrLhkuSFvo4aJNe0,"High School",2,2,preschool,"Preschool",3,"Preschool > High School"
how-has-travel-influenced-you,egBSvGfChCyM6Z2OPmMJ,"How has travel influenced you?",3,3,music,"Music",7,"THEMES > Music > How has travel influenced you?"
greenville-country-club,ehH8bpcWJKITTEhiGLjy,"Greenville Country Club",4,4,how-have-sports-influenced,"How have sports influenced your life?",7,"THEMES > Sports > How have sports influenced your life? > Greenville Country Club"
relationships,eiteEue1UhGNvpPuaaYP,"Relationships",2,2,themes,"THEMES",1,"THEMES > Relationships"
1961,elgcz0nxX2XISVBR4Qs9,"1961",4,4,business,"Business",1,"The Decades > The 1960�s > Business > 1961"
manmade-sledding,emH0wUFCUtR5qpuntJlA,"Manmade
Sledding",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",27,"Preschool > Elementary School > What do you remember outside of school about this time? > Manmade
Sledding"
greeting-cards,eoOFwPcYUBOONkHLzdUN,"Greeting Cards",4,4,what-were-your-first-odd-jobs,"What were your first odd jobs?",3,"Adulthood > Career > What were your first odd jobs? > Greeting Cards"
what-family-memories-stand-out,eqGa6E1UCaRyu8Vw3gjL,"What family memories stand out?",3,3,parenthood,"Parenthood",22,"Adulthood > Parenthood > What family memories stand out?"
what-satisfaction-did-you-find,etByLGBbaqAXM6gQ67Xu,"What satisfaction did you find?",3,3,career-reflection,"Career Reflection",4,"Adulthood > Career Reflection > What satisfaction did you find?"
how-did-locations-affect,eve41d6MNgo9O6SWDKkS,"How did locations affect lifestyle?",3,3,parenthood,"Parenthood",38,"Adulthood > Parenthood > How did locations affect lifestyle?"
what-should-endure,fAL3AUsHx0ys4vIL8DfH,"What should endure?",3,3,era-overview,"Era Overview",20,"THEMES > Era Overview > What should endure?"
second-car,fE9q2mq8o046m1Ln3am3,"Second Car",4,4,what-was-your-first-car,"�What was your first car?",4,"THEMES > Cars > �What was your first car? > Second Car"
the-gulf-war,fIfz2gIQG47ygkkZhfl8,"The Gulf War",4,4,harris-3m,"Harris/3M",5,"Adulthood > Career > Harris/3M > The Gulf War"
what-traditions-should,fLTsBStwYFWWtxZ9LpOv,"What traditions should continue?",3,3,the-future,"The Future",11,"Adulthood > The Future > What traditions should continue?"
what-changes-challenge,fN26ZkhaUhOAuwHa8FVU,"What changes challenge?",3,3,era-overview,"Era Overview",12,"THEMES > Era Overview > What changes challenge?"
what-gives-life-meaning,fNET43JIHMEJjBPlpRWH,"What gives life meaning?",3,3,reflection,"Reflection",6,"THEMES > Reflection > What gives life meaning?"
looking-forward,fURuxqYJdI4s1DuxEx61,"Looking Forward",4,4,current-focus,"Current Focus",1,"Adulthood > The Future > Current Focus > Looking Forward"
how-has-the-world-changed-for,fUS1yDhYBmvAwgJeOBVR,"How has the world changed for better/worse?",3,3,advice,"Advice",10,"THEMES > Advice > How has the world changed for better/worse?"
pledging,fb6GbyljZnubenUIEfLf,"Pledging",4,4,why-did-you-transfer-to,"Why
did you transfer to Clemson?",2,"Adulthood > College > Why
did you transfer to Clemson? > Pledging"
governance-and-global,fcsNWQGVnrin8ZpdGAa4,"Governance and Global Relations",3,3,issues,"Issues",12,"THEMES > Issues > Governance and Global Relations"
late-nights,ffIRyGF2l9C0ZE1D1PW8,"Late Nights",4,4,how-did-you-choose-a-major,"How did you choose a major?",15,"Adulthood > Graduate School > How did you choose a major? > Late Nights"
kappa-sigma-round-2,ficezN6LaJtfLboMa6XH,"Kappa Sigma � Round 2",4,4,why-did-you-transfer-to,"Why
did you transfer to Clemson?",1,"Adulthood > College > Why
did you transfer to Clemson? > Kappa Sigma � Round 2"
9-11,fuLz26AZkjShUdxID01Q,"9/11",4,4,what-cultural-shifts,"What cultural shifts influenced you?",3,"THEMES > Historical Events > What cultural shifts influenced you? > 9/11"
haircuts,fx4SpnqdG1EPW9EPASAq,"Haircuts",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",14,"Preschool > Elementary School > What do you remember outside of school about this time? > Haircuts"
what-mistakes-did-you-make,g1KRNoaqGTuJnX1EqczW,"What mistakes did you make?",3,3,career-reflection,"Career Reflection",51,"Adulthood > Career Reflection > What mistakes did you make?"
what-concerns-remain,g23XEZtAzx8t7lA5pJ8R,"What concerns remain?",3,3,era-overview,"Era Overview",3,"THEMES > Era Overview > What concerns remain?"
what-challenges-taught-you,g5VIKqldyXbsUyrFWVKZ,"What challenges taught you most?",3,3,personal,"Personal",25,"THEMES > Personal > What challenges taught you most?"
shuttle-challenger-explosion,g80ssNKGXC2tJPfwZ80P,"Shuttle Challenger Explosion",4,4,what-cultural-shifts,"What cultural shifts influenced you?",4,"THEMES > Historical Events > What cultural shifts influenced you? > Shuttle Challenger Explosion"
what-relationships-deepened,gIHEPGVyOQBOVRCk2ilW,"What relationships deepened?",3,3,parenthood,"Parenthood",66,"Adulthood > Parenthood > What relationships deepened?"
what-changes-do-you-foresee,gJcnFZJIKjctY7Tk7HrX,"What changes do you foresee?",3,3,era-overview,"Era Overview",16,"THEMES > Era Overview > What changes do you foresee?"
the-decades,gLqr5nsFGLWzDxSLuGTg,"The Decades",1,1,,,5,"The Decades"
first-heartbreak,gNLp2Q7oiWavyJYVNK15,"First Heartbreak",4,4,what-memories-do-you-have-of,"What memories do you have of college?",9,"Adulthood > College > What memories do you have of college? > First Heartbreak"
ancient-communication-method,gTs8fcVIYKxwY54VSWmQ,"Ancient Communication Method",4,4,university-of-south-carolina,"University of South Carolina",3,"Adulthood > Career > University of South Carolina > Ancient Communication Method"
personal-reflection,gVogJuV3ct1b21oo8Gbh,"Personal Reflection",2,2,adulthood,"Adulthood",7,"Adulthood > Personal Reflection"
what-accidents-have-you-had,gZ0lu6jz4eAmBXTHRooc,"What accidents have you had?",3,3,cars,"Cars",3,"THEMES > Cars > What accidents have you had?"
how-did-you-prepare-for-change,gaccEaxFT1klT9vqK5qL,"How did you prepare for change?",3,3,career-reflection,"Career Reflection",0,"Adulthood > Career Reflection > How did you prepare for change?"
what-were-you-like-in,gfSLfmj7HdlmaAPj7O4N,"What were you like in Elementary School?",3,3,elementary-school,"Elementary School",12,"Preschool > Elementary School > What were you like in Elementary School?"
off-campus-lunch,gmAhz6NBIG5XYOV9C8wz,"Off Campus Lunch",4,4,what-extracurricular,"What extracurricular activities did you join?",4,"Preschool > Middle School > What extracurricular activities did you join? > Off Campus Lunch"
1985,gn1j5vKWkgLezS2jVpIY,"1985",4,4,business,"Business�",5,"The Decades > The 1980�s > Business� > 1985"
it-s-very-down,gpvxLyfnqDPPag7iBPlF,"It�s Very
Down",4,4,how-did-you-choose-a-major,"How did you choose a major?",22,"Adulthood > Graduate School > How did you choose a major? > It�s Very
Down"
what-scientific-or,gqk9TmTdrHtahwxWu3Qw,"What scientific or technological events influenced you?",3,3,childhood-reflection,"Childhood Reflection",54,"Preschool > Childhood Reflection > What scientific or technological events influenced you?"
graduate-school,gtGHyJl670GXPXKREBl7,"Graduate School",2,2,adulthood,"Adulthood",1,"Adulthood > Graduate School"
what-is-your-favorite-sporting,gvhDqV9RwOFgZJTLpvdW,"What is your favorite sporting event attended?",3,3,sports,"Sports",6,"THEMES > Sports > What is your favorite sporting event attended?"
the-gift-of-responsibility,gwfpYmiXM2jPAmXeFFgZ,"The Gift of Responsibility",4,4,what-is-the-best-gift-you-ve,"What is the best gift you�ve ever received?",0,"THEMES > Miscellaneous > What is the best gift you�ve ever received? > The Gift of Responsibility"
what-choices-did-you-face,h3A9g1W3VH4FNmluiIbi,"What choices did you face?",3,3,career-reflection,"Career Reflection",43,"Adulthood > Career Reflection > What choices did you face?"
pretend-girlfriends,h9VFzL3g9RJ24giToXPl,"Pretend Girlfriends",4,4,what-extracurricular,"What extracurricular activities did you join?",2,"Preschool > Middle School > What extracurricular activities did you join? > Pretend Girlfriends"
2007,hAoR6KRomgjqmmXx6gbC,"2007",4,4,the-2000-s,"The
2000�s",7,"The Decades > The
2000�s > 2007"
what-travel-experiences,hCYSIJULboWcpE87O8AJ,"What travel experiences occurred?",3,3,childhood-reflection,"Childhood Reflection",23,"Preschool > Childhood Reflection > What travel experiences occurred?"
what-is-the-best-gift-you-ve,hEqH0HVPezZ0TVwMtBlW,"What is the best gift you�ve ever received?",3,3,miscellaneous,"Miscellaneous",7,"THEMES > Miscellaneous > What is the best gift you�ve ever received?"
2013,hFoC8PNE0LRUbLhuKQf5,"2013",4,4,business,"Business",3,"The Decades > The 2010�s > Business > 2013"
money-tough-times,hGMcnOZiy81IJzDCX4fJ,"Money�Tough times�.",4,4,what-are-your-views-on-money,"What are your views on money?",1,"THEMES > Financial > What are your views on money? > Money�Tough times�."
